,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
6494,0.59,0.57,4,197,2,0,0,0,sales,medium
6495,0.56,0.5,3,156,3,1,0,0,sales,medium
6496,0.84,0.96,3,162,3,0,0,0,sales,medium
6497,0.94,0.99,3,207,2,0,0,0,sales,medium
6498,0.72,0.63,3,223,2,1,0,0,sales,medium
6499,0.82,0.7,3,149,2,0,0,0,sales,medium
6500,1.0,0.95,3,275,3,1,0,0,sales,medium
6501,0.62,0.77,3,271,2,0,0,0,sales,medium
6502,0.76,0.89,3,273,2,1,0,0,sales,medium
6503,0.23,0.74,5,219,4,0,0,0,sales,medium
6504,0.7,0.99,5,135,4,0,0,0,sales,medium
6505,0.71,0.88,3,158,3,0,0,0,accounting,medium
6506,0.32,0.37,3,167,3,0,0,0,accounting,medium
6507,0.69,0.67,4,274,4,0,0,0,accounting,medium
6508,0.66,0.59,3,145,3,0,0,0,hr,medium
6509,0.7,0.67,6,233,6,0,0,0,hr,medium
6510,0.91,0.76,3,159,3,0,0,0,hr,medium
6511,0.2,0.7,4,221,5,0,0,0,hr,medium
6512,0.72,0.83,3,132,2,0,0,0,technical,medium
6513,0.74,0.93,5,140,3,0,0,0,technical,medium
6514,0.53,0.79,3,206,3,0,0,0,technical,medium
6515,0.99,0.92,4,229,2,0,0,0,technical,medium
6516,0.75,0.85,4,272,4,0,0,0,technical,high
6517,0.86,0.78,4,164,2,0,0,0,technical,low
6518,0.93,0.86,4,145,3,0,0,0,technical,medium
6519,0.81,0.95,3,212,3,0,0,0,technical,medium
6520,0.49,0.67,3,254,2,1,0,0,technical,medium
6521,0.97,0.72,5,260,4,0,0,0,technical,medium
6522,0.62,0.89,3,201,3,0,0,0,technical,medium
6523,0.75,0.79,4,176,4,1,0,0,support,medium
6524,0.87,0.58,3,140,3,1,0,0,support,medium
6525,0.93,0.65,5,201,3,0,0,0,support,medium
6526,0.74,0.68,3,206,2,1,0,0,support,medium
6527,0.68,0.57,3,197,3,1,0,0,support,medium
6528,0.49,0.63,3,245,4,0,0,0,support,low
6529,0.75,0.84,3,145,3,1,0,0,support,low
6530,0.95,0.58,4,131,5,0,0,0,support,low
6531,0.95,0.75,5,235,3,1,0,0,support,low
6532,0.67,0.65,5,242,3,0,0,0,support,low
6533,0.71,0.6,2,251,3,0,0,0,support,low
6534,0.81,0.73,4,258,2,0,0,0,technical,low
6535,0.79,0.36,3,114,3,0,0,0,technical,high
6536,0.57,0.52,3,143,2,0,0,0,technical,low
6537,0.85,0.65,3,187,2,0,0,0,management,high
6538,0.15,0.78,5,255,3,0,0,0,IT,high
6539,0.48,0.87,3,267,2,0,0,0,IT,low
6540,0.92,0.91,4,247,3,0,0,0,IT,low
6541,0.73,0.67,4,153,3,0,0,0,IT,high
6542,0.68,0.71,3,237,3,0,0,0,IT,low
6543,0.88,0.55,5,182,3,0,0,0,product_mng,medium
6544,0.8,0.55,4,144,5,1,0,0,product_mng,high
6545,0.66,0.9,3,176,2,1,0,0,product_mng,medium
6546,0.19,0.8,5,203,6,0,0,0,product_mng,medium
6547,0.3,0.53,3,148,4,0,0,0,IT,medium
6548,0.8,0.8,3,175,2,0,0,0,RandD,medium
6549,0.66,0.84,3,211,4,0,0,0,RandD,high
6550,0.22,0.67,6,175,5,0,0,0,RandD,medium
6551,0.57,0.59,4,206,3,0,0,0,RandD,medium
6552,0.83,0.73,4,262,2,0,0,0,RandD,medium
6553,0.57,0.5,4,177,2,0,0,0,marketing,high
6554,0.78,0.54,3,134,3,0,0,0,sales,medium
6555,0.88,0.89,2,201,3,0,0,0,accounting,high
6556,0.48,0.69,3,105,3,0,0,0,support,low
6557,0.91,0.82,4,259,3,0,0,0,technical,medium
6558,0.3,0.97,3,171,4,1,0,0,management,medium
6559,0.63,0.98,4,228,3,0,0,0,marketing,medium
6560,0.62,0.36,2,137,4,1,0,0,marketing,medium
6561,0.74,0.72,5,196,3,0,0,0,marketing,low
6562,0.5,0.53,3,207,4,0,0,0,sales,low
6563,0.36,0.74,6,280,3,0,0,0,sales,low
6564,0.57,0.65,4,162,3,1,0,0,sales,low
6565,0.73,0.55,4,267,3,0,0,0,sales,low
6566,0.77,0.67,5,207,2,0,0,0,sales,low
6567,0.86,0.5,4,196,2,0,0,0,sales,low
6568,0.24,0.55,6,231,4,0,0,0,sales,low
6569,0.83,0.62,4,242,3,0,0,0,sales,low
6570,0.72,0.63,4,207,3,0,0,0,sales,low
6571,0.52,0.82,4,206,2,1,0,0,sales,high
6572,0.99,0.54,4,236,4,0,0,0,sales,low
6573,0.15,0.68,5,246,2,0,0,0,sales,low
6574,0.79,0.94,3,204,2,1,0,0,sales,low
6575,0.19,0.91,3,268,4,0,0,0,sales,low
6576,0.59,0.62,3,212,2,1,0,0,sales,high
6577,0.15,0.74,6,178,3,0,0,0,sales,low
6578,0.75,0.72,5,260,3,0,0,0,sales,low
6579,0.47,0.71,2,241,4,0,0,0,sales,low
6580,0.64,0.64,3,234,3,1,0,0,sales,high
6581,0.66,0.76,3,207,2,0,0,0,accounting,low
6582,0.8,0.91,5,242,3,1,0,0,accounting,medium
6583,0.82,0.52,5,225,2,0,0,0,accounting,high
6584,0.8,0.98,3,161,3,0,0,0,hr,medium
6585,0.98,0.98,4,259,2,0,0,0,hr,high
6586,0.95,0.96,3,250,3,0,0,0,hr,medium
6587,0.88,0.61,3,236,3,0,0,0,hr,medium
6588,0.9,0.97,4,239,4,0,0,0,technical,medium
6589,0.66,0.83,4,266,3,1,0,0,technical,medium
6590,0.99,0.62,5,133,3,0,0,0,technical,medium
6591,0.86,0.95,5,275,2,0,0,0,technical,medium
6592,0.96,0.95,5,189,2,0,0,0,technical,medium
6593,1.0,0.63,5,171,3,0,0,0,technical,medium
6594,0.46,0.38,6,140,3,0,0,0,technical,high
6595,0.19,0.85,6,116,3,0,0,0,technical,low
6596,0.73,0.6,3,145,6,1,0,0,technical,medium
6597,0.63,0.5,4,167,3,1,0,0,technical,medium
6598,0.68,0.89,4,227,3,0,0,0,technical,medium
6599,0.78,0.96,4,245,3,0,0,0,support,medium
6600,0.79,0.56,4,132,3,0,0,0,support,medium
6601,0.86,0.99,3,254,2,0,0,0,support,medium
6602,0.98,0.53,4,166,2,0,0,0,support,medium
6603,0.89,0.79,2,208,3,1,0,0,support,medium
6604,0.86,0.87,3,197,4,1,0,0,support,medium
6605,0.65,0.83,4,263,3,1,0,0,support,high
6606,0.52,0.98,4,272,2,0,0,0,support,low
6607,0.54,0.65,3,147,3,1,0,0,support,low
6608,0.68,0.73,4,197,3,0,0,0,support,low
6609,0.88,0.65,3,268,2,0,0,0,support,high
6610,0.75,0.85,4,181,3,0,0,0,technical,low
6611,0.17,0.93,6,192,4,0,0,0,technical,low
6612,0.92,0.83,5,270,3,0,0,0,technical,low
6613,0.79,0.66,3,183,3,0,0,0,management,high
6614,0.52,0.66,5,184,3,0,0,0,IT,low
6615,0.95,0.73,4,238,3,1,0,0,IT,low
6616,0.72,0.49,4,148,2,0,0,0,IT,low
6617,0.4,0.41,4,127,3,0,0,0,IT,low
6618,0.61,0.59,3,162,2,1,0,0,IT,low
6619,0.49,0.97,4,166,5,0,0,0,product_mng,low
6620,0.32,0.55,4,283,4,0,0,0,product_mng,low
6621,0.82,0.77,3,108,6,0,0,0,product_mng,medium
6622,0.9,0.79,3,154,2,0,0,0,product_mng,medium
6623,0.95,0.74,3,139,2,0,0,0,IT,medium
6624,0.55,0.6,5,271,3,1,0,0,RandD,medium
6625,0.91,0.78,4,153,3,0,0,0,RandD,medium
6626,0.45,0.41,3,216,6,1,0,0,RandD,medium
6627,0.65,0.6,3,218,4,0,0,0,RandD,medium
6628,0.88,0.89,3,171,2,0,0,0,RandD,medium
6629,0.78,0.76,3,238,3,0,0,0,marketing,medium
6630,0.77,0.71,3,134,3,0,0,0,marketing,medium
6631,0.32,0.75,3,255,4,0,0,0,sales,medium
6632,0.98,0.38,4,140,6,0,0,0,accounting,medium
6633,0.51,0.76,2,239,3,0,0,0,support,high
6634,0.81,0.59,4,187,2,0,0,0,technical,low
6635,0.64,0.9,5,279,5,0,0,0,management,medium
6636,0.73,0.94,4,213,3,1,0,0,marketing,medium
6637,0.49,0.56,5,202,2,0,0,0,marketing,medium
6638,0.84,0.54,3,265,2,0,0,0,marketing,medium
6639,0.81,0.86,4,249,3,0,0,0,sales,low
6640,0.77,0.5,4,281,2,0,0,0,sales,low
6641,0.24,0.83,3,208,5,0,0,0,sales,low
6642,0.77,0.78,3,165,2,0,0,0,sales,low
6643,0.13,0.88,3,146,5,0,0,0,sales,low
6644,0.94,0.66,4,230,2,0,0,0,sales,low
6645,0.61,0.82,3,209,2,0,0,0,sales,low
6646,0.95,0.49,4,178,2,0,0,0,sales,low
6647,0.22,0.92,6,220,4,1,0,0,sales,low
6648,0.65,0.56,3,142,3,0,0,0,sales,low
6649,0.95,0.67,3,153,2,0,0,0,sales,low
6650,0.98,0.62,5,254,5,1,0,0,sales,low
6651,0.88,0.72,3,193,4,0,0,0,sales,low
6652,0.94,0.69,3,248,3,0,0,0,sales,low
6653,0.62,0.75,4,216,2,0,0,0,sales,low
6654,0.81,0.96,3,226,3,0,0,0,sales,low
6655,0.56,0.51,4,140,2,0,0,0,sales,low
6656,0.52,0.86,6,103,4,0,0,0,sales,low
6657,0.88,0.57,4,185,2,0,0,0,sales,low
6658,0.56,0.92,5,160,3,0,0,0,accounting,low
6659,0.36,0.63,3,130,5,0,0,0,accounting,low
6660,0.56,0.85,5,230,3,0,0,0,accounting,medium
6661,0.89,0.46,4,248,5,1,0,0,hr,medium
6662,0.95,0.42,3,189,2,1,0,0,hr,medium
6663,0.48,0.52,3,280,2,0,0,0,hr,medium
6664,0.75,0.75,4,266,3,0,0,0,hr,medium
6665,0.65,0.54,4,260,3,0,0,0,technical,medium
6666,0.4,0.86,2,264,5,0,0,0,technical,medium
6667,0.52,0.53,5,182,2,0,0,0,technical,medium
6668,0.52,0.68,4,233,2,0,0,0,technical,medium
6669,0.68,0.49,3,230,3,0,0,0,technical,medium
6670,0.72,0.61,5,170,3,0,0,0,technical,medium
6671,0.78,0.72,4,258,3,0,0,0,technical,medium
6672,0.54,0.9,3,164,3,0,0,0,technical,high
6673,0.18,0.46,4,249,4,0,0,0,technical,low
6674,0.51,0.5,2,235,2,0,0,0,technical,medium
6675,0.63,0.86,6,206,6,0,0,0,technical,medium
6676,0.83,0.86,4,139,3,0,0,0,support,medium
6677,0.91,0.82,3,145,3,1,0,0,support,medium
6678,0.79,0.66,4,139,4,0,0,0,support,low
6679,0.52,0.95,3,171,3,1,0,0,support,low
6680,0.83,0.94,3,160,3,0,0,0,support,low
6681,0.92,0.74,3,137,2,0,0,0,support,low
6682,0.14,0.72,4,254,4,0,0,0,support,low
6683,0.8,0.38,3,215,6,0,0,0,support,low
6684,0.79,0.72,3,216,4,0,0,0,support,low
6685,0.86,0.6,3,229,2,1,0,0,support,low
6686,0.95,0.47,6,215,4,0,0,0,support,low
6687,0.77,0.9,4,163,3,0,0,0,technical,low
6688,0.55,0.72,4,273,3,0,0,0,technical,low
6689,0.42,0.91,2,176,3,0,0,0,technical,low
6690,0.79,0.86,5,270,2,0,0,0,management,low
6691,0.41,0.48,3,182,2,0,0,0,IT,low
6692,0.66,0.72,4,223,4,0,0,0,IT,low
6693,1.0,0.65,4,237,3,0,0,0,IT,low
6694,0.87,0.74,5,248,2,0,0,0,IT,low
6695,0.51,0.99,3,233,4,0,0,0,IT,low
6696,0.63,0.79,2,206,5,0,0,0,product_mng,low
6697,0.86,0.86,4,227,2,0,0,0,product_mng,low
6698,0.4,0.98,4,154,3,0,0,0,product_mng,low
6699,0.79,0.97,6,113,2,1,0,0,product_mng,medium
6700,0.7,0.9,4,254,3,0,0,0,IT,medium
6701,0.49,0.91,5,231,3,0,0,0,RandD,medium
6702,0.76,0.62,4,190,3,0,0,0,RandD,medium
6703,0.89,0.52,3,190,3,0,0,0,RandD,medium
6704,0.83,0.86,3,179,2,0,0,0,RandD,medium
6705,0.19,0.69,4,269,6,0,0,0,RandD,medium
6706,0.68,0.67,3,228,2,0,0,0,RandD,medium
6707,0.62,0.68,4,251,4,0,0,0,marketing,medium
6708,0.87,0.49,2,251,3,0,0,0,sales,medium
6709,0.66,0.75,4,200,4,0,0,0,accounting,medium
6710,0.37,0.41,2,146,2,0,0,0,support,medium
6711,0.57,0.49,3,159,4,1,0,0,technical,high
6712,0.66,0.81,5,135,2,0,0,0,management,low
6713,0.63,0.88,5,260,3,0,0,0,marketing,medium
6714,0.65,0.96,5,226,2,1,0,0,marketing,medium
6715,0.33,0.85,2,127,3,0,0,0,marketing,medium
6716,0.66,0.57,6,278,3,0,0,0,sales,medium
6717,0.87,0.95,3,242,5,0,0,0,sales,low
6718,0.85,0.85,3,182,3,0,0,0,sales,low
6719,0.49,0.51,2,182,3,0,0,0,sales,low
6720,0.87,0.8,4,197,3,0,0,0,sales,low
6721,0.17,0.49,4,286,5,1,0,0,sales,low
6722,0.55,0.46,4,226,5,0,0,0,sales,low
6723,0.91,0.71,5,156,3,0,0,0,sales,low
6724,0.96,0.62,5,185,3,0,0,0,sales,low
6725,0.53,0.5,3,231,3,0,0,0,sales,low
6726,0.25,0.59,4,166,5,0,0,0,sales,low
6727,0.98,0.57,3,229,3,0,0,0,sales,low
6728,0.83,0.36,4,242,3,0,0,0,sales,low
6729,0.71,0.83,5,206,3,0,0,0,sales,low
6730,0.74,0.77,4,206,3,0,0,0,sales,low
6731,0.56,0.7,4,135,2,0,0,0,sales,low
6732,0.23,0.9,5,234,3,1,0,0,sales,low
6733,0.35,0.64,4,147,2,0,0,0,sales,low
6734,0.48,0.98,4,174,3,0,0,0,sales,low
6735,0.83,0.74,3,259,3,1,0,0,accounting,low
6736,0.73,0.87,3,227,4,0,0,0,accounting,low
6737,0.85,0.97,4,104,5,0,0,0,accounting,low
6738,0.8,0.95,3,247,3,0,0,0,hr,medium
6739,0.98,0.74,4,139,3,0,0,0,hr,medium
6740,0.96,0.85,3,186,2,0,0,0,hr,medium
6741,0.67,0.75,3,194,3,0,0,0,hr,medium
6742,0.58,0.91,3,124,2,0,0,0,technical,medium
6743,0.83,0.86,3,273,3,0,0,0,technical,medium
6744,0.9,0.57,4,186,4,0,0,0,technical,medium
6745,0.89,0.66,4,252,3,0,0,0,technical,medium
6746,0.99,0.92,3,154,3,0,0,0,technical,medium
6747,0.89,0.5,4,238,3,0,0,0,technical,medium
6748,0.79,0.5,4,151,3,1,0,0,technical,medium
6749,0.64,0.41,3,231,6,0,0,0,technical,medium
6750,0.22,0.57,5,174,6,0,0,0,technical,high
6751,0.94,0.6,5,278,2,0,0,0,technical,low
6752,0.56,0.97,3,270,3,1,0,0,technical,medium
6753,0.85,0.8,4,158,3,0,0,0,support,medium
6754,0.8,0.62,3,191,3,0,0,0,support,medium
6755,0.86,0.53,3,163,3,0,0,0,support,medium
6756,0.96,1.0,5,152,4,0,0,0,support,low
6757,0.51,0.61,4,251,2,1,0,0,support,low
6758,0.73,0.95,3,149,2,0,0,0,support,low
6759,0.31,0.75,4,220,3,0,0,0,support,low
6760,0.62,0.51,4,175,3,0,0,0,support,low
6761,0.55,0.91,3,179,3,1,0,0,support,low
6762,0.51,0.8,4,257,2,0,0,0,support,low
6763,0.54,0.54,3,196,3,0,0,0,support,low
6764,0.65,0.95,3,190,3,0,0,0,technical,low
6765,0.65,0.75,4,270,2,0,0,0,technical,low
6766,0.9,0.64,5,226,2,0,0,0,technical,low
6767,0.55,0.71,3,211,2,0,0,0,management,low
6768,0.59,0.89,3,192,2,0,0,0,IT,low
6769,0.34,0.67,5,96,2,1,0,0,IT,low
6770,0.31,0.92,5,197,5,0,0,0,IT,low
6771,0.83,0.71,3,243,2,1,0,0,IT,low
6772,0.8,0.73,3,168,2,0,0,0,IT,low
6773,0.66,0.85,5,271,4,0,0,0,product_mng,low
6774,0.98,0.39,5,158,4,1,0,0,product_mng,medium
6775,0.89,0.52,4,243,5,0,0,0,product_mng,medium
6776,0.64,0.94,3,148,2,0,0,0,product_mng,medium
6777,0.95,0.68,3,165,3,0,0,0,IT,medium
6778,0.96,0.85,5,171,2,0,0,0,RandD,medium
6779,0.96,0.82,5,164,2,0,0,0,RandD,medium
6780,0.63,0.81,4,265,2,0,0,0,RandD,medium
6781,0.83,0.71,4,196,2,0,0,0,RandD,medium
6782,0.61,0.72,4,182,2,1,0,0,RandD,medium
6783,0.89,0.66,3,272,3,0,0,0,RandD,medium
6784,0.67,0.63,3,241,3,0,0,0,marketing,medium
6785,0.61,1.0,5,139,2,0,0,0,sales,medium
6786,0.58,0.77,3,180,2,0,0,0,accounting,high
6787,0.56,0.76,4,206,2,1,0,0,support,low
6788,0.13,0.49,6,227,4,0,0,0,technical,medium
6789,0.39,1.0,5,204,5,1,0,0,management,medium
6790,0.94,0.48,4,218,3,0,0,0,marketing,medium
6791,0.63,0.61,3,205,2,0,0,0,marketing,medium
6792,0.75,0.63,4,261,3,1,0,0,marketing,low
6793,0.7,0.83,3,159,3,0,0,0,sales,low
6794,0.28,0.83,4,162,3,0,0,0,sales,low
6795,0.77,0.42,4,98,2,0,0,0,sales,low
6796,0.79,0.64,4,263,2,0,0,0,sales,low
6797,0.51,0.46,3,176,3,0,0,0,sales,low
6798,0.96,0.99,4,233,3,0,0,0,sales,low
6799,0.72,0.99,4,156,2,1,0,0,sales,low
6800,0.97,1.0,3,198,2,0,0,0,sales,low
6801,0.55,0.9,4,191,3,0,0,0,sales,low
6802,0.32,0.45,2,188,3,0,0,0,sales,low
6803,0.78,0.65,3,157,2,0,0,0,sales,low
6804,0.17,0.57,5,286,3,0,0,0,sales,low
6805,0.88,0.5,4,216,2,0,0,0,sales,low
6806,0.97,0.5,3,188,3,1,0,0,sales,low
6807,0.74,0.86,5,153,2,0,0,0,sales,low
6808,0.26,0.45,5,187,2,0,0,0,sales,low
6809,0.87,0.92,4,141,3,0,0,0,sales,low
6810,0.29,0.47,5,139,4,0,0,0,sales,low
6811,0.91,0.95,3,189,2,0,0,0,sales,low
6812,0.71,0.77,3,193,3,1,0,0,accounting,low
6813,0.6,0.63,3,182,3,0,0,0,accounting,medium
6814,0.5,0.61,4,135,3,0,0,0,accounting,medium
6815,0.49,0.85,4,238,2,0,0,0,hr,medium
6816,0.53,0.92,3,199,2,0,0,0,hr,medium
6817,0.42,0.38,2,115,3,0,0,0,hr,medium
6818,0.53,0.82,3,133,3,0,0,0,hr,medium
6819,0.34,0.62,4,158,2,0,0,0,technical,medium
6820,0.68,0.51,5,158,3,0,0,0,technical,medium
6821,0.56,0.77,5,238,4,0,0,0,technical,medium
6822,0.72,0.71,3,242,2,0,0,0,technical,medium
6823,0.76,0.55,4,250,3,0,0,0,technical,medium
6824,0.87,0.57,4,175,2,0,0,0,technical,medium
6825,0.97,0.63,3,270,4,1,0,0,technical,high
6826,0.8,0.62,3,171,3,0,0,0,technical,low
6827,0.67,0.81,5,175,6,1,0,0,technical,medium
6828,0.6,0.97,5,145,2,0,0,0,technical,medium
6829,0.88,0.5,3,170,3,0,0,0,technical,medium
6830,0.64,0.74,3,267,2,0,0,0,support,medium
6831,0.85,0.7,3,188,2,0,0,0,support,low
6832,0.9,0.48,3,213,3,0,0,0,support,low
6833,0.76,0.84,5,249,3,0,0,0,support,low
6834,0.55,0.66,3,134,3,0,0,0,support,low
6835,0.76,0.77,5,234,3,0,0,0,support,low
6836,0.87,0.72,3,201,3,0,0,0,support,low
6837,0.8,0.82,3,178,3,0,0,0,support,low
6838,0.54,0.68,4,183,2,0,0,0,support,low
6839,0.84,0.91,4,207,3,0,0,0,support,low
6840,0.85,0.64,4,147,3,0,0,0,support,low
6841,0.95,0.49,3,188,3,0,0,0,technical,low
6842,0.48,0.56,3,229,3,0,0,0,technical,low
6843,0.53,0.77,2,271,2,0,0,0,technical,low
6844,0.8,0.82,4,175,2,0,0,0,management,low
6845,0.4,0.46,2,109,3,0,0,0,IT,low
6846,0.76,0.69,4,253,3,0,0,0,IT,low
6847,0.99,0.64,3,174,4,0,0,0,IT,low
6848,0.49,0.64,3,142,4,0,0,0,IT,low
6849,0.94,0.71,3,175,3,0,0,0,IT,low
6850,0.54,0.73,4,266,3,0,0,0,product_mng,low
6851,0.13,0.93,4,253,5,1,0,0,product_mng,low
6852,0.91,0.84,3,237,2,0,0,0,product_mng,medium
6853,0.73,0.56,3,215,3,0,0,0,product_mng,medium
6854,0.65,0.97,3,171,3,0,0,0,IT,medium
6855,0.23,0.51,6,194,4,1,0,0,RandD,medium
6856,0.23,0.88,5,238,6,0,0,0,RandD,medium
6857,0.89,0.51,3,249,3,0,0,0,RandD,medium
6858,0.81,0.8,3,183,2,1,0,0,RandD,medium
6859,0.51,0.74,3,271,4,0,0,0,RandD,medium
6860,0.35,0.81,6,256,3,0,0,0,RandD,medium
6861,0.49,0.66,3,169,3,0,0,0,marketing,medium
6862,0.51,0.8,3,254,2,0,0,0,sales,medium
6863,0.66,0.86,4,112,6,0,0,0,accounting,medium
6864,0.74,0.96,5,222,2,0,0,0,support,high
6865,0.57,0.96,4,177,2,0,0,0,technical,low
6866,0.8,0.74,5,181,4,1,0,0,management,medium
6867,0.79,0.84,4,144,2,1,0,0,marketing,medium
6868,0.74,0.94,4,255,4,0,0,0,marketing,medium
6869,0.74,0.8,3,219,2,0,0,0,marketing,medium
6870,0.4,1.0,6,206,2,0,0,0,sales,low
6871,0.14,0.71,2,155,3,0,0,0,sales,low
6872,0.83,0.87,5,248,3,0,0,0,sales,low
6873,0.76,0.52,4,259,2,0,0,0,sales,low
6874,0.8,0.8,3,271,4,0,0,0,sales,low
6875,0.95,0.38,2,103,3,0,0,0,sales,low
6876,0.88,0.76,4,159,4,1,0,0,sales,low
6877,0.92,0.85,4,184,3,0,0,0,sales,low
6878,0.16,0.88,4,201,6,0,0,0,sales,medium
6879,0.7,0.63,3,157,4,0,0,0,sales,medium
6880,0.71,0.93,3,287,5,0,0,0,sales,medium
6881,0.52,0.82,2,242,3,0,0,0,sales,medium
6882,0.49,0.58,5,246,3,1,0,0,sales,medium
6883,0.5,0.57,3,219,3,0,0,0,sales,medium
6884,0.86,0.94,3,212,3,0,0,0,sales,medium
6885,0.49,0.99,5,262,2,1,0,0,sales,medium
6886,0.69,0.91,4,128,3,1,0,0,sales,medium
6887,0.96,1.0,3,231,6,0,0,0,sales,medium
6888,0.87,0.54,3,260,2,0,0,0,sales,medium
6889,0.36,0.4,3,160,3,0,0,0,accounting,medium
6890,0.86,1.0,3,166,3,1,0,0,accounting,medium
6891,0.79,0.74,4,222,2,0,0,0,accounting,medium
6892,1.0,0.52,4,171,4,0,0,0,hr,medium
6893,0.88,0.88,3,220,4,0,0,0,hr,medium
6894,0.49,0.65,4,176,3,1,0,0,hr,medium
6895,0.52,0.62,3,160,2,0,0,0,hr,medium
6896,0.76,0.78,3,162,3,0,0,0,technical,medium
6897,0.69,0.91,3,167,2,0,0,0,technical,medium
6898,0.69,0.81,5,217,2,0,0,0,technical,medium
6899,0.75,0.58,3,159,3,0,0,0,technical,medium
6900,0.47,0.47,4,191,3,0,0,0,technical,medium
6901,0.88,1.0,3,125,3,0,0,0,technical,medium
6902,0.49,0.43,5,210,4,1,0,0,technical,medium
6903,0.92,0.67,4,241,3,0,0,0,technical,high
6904,0.24,0.48,4,145,3,1,0,0,technical,high
6905,0.69,1.0,5,237,3,0,0,0,technical,high
6906,0.81,0.57,4,213,4,0,0,0,technical,high
6907,0.61,0.48,4,257,2,0,0,0,support,high
6908,0.75,0.86,6,114,4,0,0,0,support,high
6909,0.69,0.86,4,214,2,0,0,0,support,high
6910,0.53,0.49,3,191,3,0,0,0,support,high
6911,0.93,0.96,4,223,3,1,0,0,support,high
6912,0.15,0.67,5,249,5,0,0,0,support,high
6913,0.48,0.41,5,286,3,0,0,0,support,high
6914,0.67,0.73,4,251,3,0,0,0,support,high
6915,0.36,0.93,3,162,5,0,0,0,support,low
6916,0.35,0.54,3,138,4,0,0,0,support,low
6917,0.65,0.62,4,235,3,0,0,0,support,low
6918,0.8,0.5,4,125,3,0,0,0,technical,low
6919,0.97,0.96,5,210,6,1,0,0,technical,low
6920,0.67,0.64,4,136,3,0,0,0,technical,low
6921,0.58,0.78,3,223,3,0,0,0,management,low
6922,0.61,0.67,3,188,5,0,0,0,IT,low
6923,0.97,0.66,4,214,2,1,0,0,IT,low
6924,0.87,0.97,4,160,3,0,0,0,IT,low
6925,0.8,0.71,4,200,2,0,0,0,IT,low
6926,0.91,0.55,3,223,3,0,0,0,IT,low
6927,0.63,0.73,3,272,2,0,0,0,product_mng,low
6928,0.79,0.96,4,170,2,0,0,0,product_mng,low
6929,0.89,0.57,2,235,3,1,0,0,product_mng,low
6930,1.0,0.87,3,274,3,0,0,0,product_mng,medium
6931,0.6,0.73,5,203,2,0,0,0,IT,medium
6932,0.7,0.8,4,236,2,0,0,0,RandD,medium
6933,0.79,0.81,4,203,3,0,0,0,RandD,medium
6934,0.88,0.72,4,249,3,1,0,0,RandD,medium
6935,0.87,0.48,4,133,2,0,0,0,RandD,medium
6936,0.52,0.58,3,203,2,0,0,0,RandD,medium
6937,0.59,0.75,3,168,3,0,0,0,RandD,medium
6938,0.64,0.75,4,172,4,0,0,0,marketing,medium
6939,0.81,0.83,3,177,2,0,0,0,sales,medium
6940,0.87,0.57,3,149,2,0,0,0,accounting,medium
6941,0.74,0.61,3,231,2,0,0,0,support,medium
6942,0.73,0.89,3,226,3,1,0,0,technical,high
6943,0.97,0.58,4,187,4,1,0,0,management,high
6944,0.54,0.81,3,145,2,0,0,0,marketing,high
6945,0.59,0.55,4,138,2,0,0,0,marketing,high
6946,0.99,0.95,3,153,4,0,0,0,marketing,high
6947,0.79,0.75,4,168,3,0,0,0,sales,high
6948,0.96,0.37,3,111,2,0,0,0,sales,high
6949,0.54,0.67,3,154,2,0,0,0,sales,high
6950,0.79,0.84,4,171,3,0,0,0,sales,low
6951,0.64,0.79,3,253,2,0,0,0,sales,low
6952,0.65,0.53,4,160,3,0,0,0,sales,low
6953,0.87,0.86,3,196,4,0,0,0,sales,low
6954,0.7,0.59,4,178,3,0,0,0,sales,low
6955,0.89,0.81,3,268,3,0,0,0,sales,low
6956,0.61,0.58,6,146,3,0,0,0,sales,low
6957,0.9,0.49,4,185,2,0,0,0,sales,low
6958,0.49,0.54,4,247,3,1,0,0,sales,medium
6959,0.85,0.97,4,210,2,0,0,0,sales,medium
6960,0.54,0.58,3,234,3,0,0,0,sales,medium
6961,0.64,0.57,4,271,2,0,0,0,sales,medium
6962,0.81,0.77,5,102,5,0,0,0,sales,medium
6963,0.49,0.66,3,163,3,0,0,0,sales,medium
6964,0.58,0.57,3,144,4,1,0,0,sales,medium
6965,0.62,0.49,3,172,3,0,0,0,sales,medium
6966,0.8,0.84,3,203,3,1,0,0,accounting,medium
6967,0.64,0.64,3,192,3,1,0,0,accounting,medium
6968,0.81,0.86,5,159,2,0,0,0,accounting,medium
6969,0.8,0.74,3,159,2,0,0,0,hr,medium
6970,0.92,0.81,4,206,2,0,0,0,hr,medium
6971,0.66,0.98,4,225,2,1,0,0,hr,medium
6972,0.79,0.89,3,252,2,0,0,0,hr,medium
6973,0.74,0.54,6,113,3,0,0,0,technical,medium
6974,0.79,0.74,3,238,2,0,0,0,technical,medium
6975,0.87,0.94,3,217,3,0,0,0,technical,medium
6976,0.49,0.57,4,145,2,0,0,0,technical,medium
6977,0.3,0.44,5,128,4,1,0,0,technical,medium
6978,0.85,0.89,4,177,3,0,0,0,technical,medium
6979,0.61,0.97,4,256,4,0,0,0,technical,medium
6980,0.68,0.55,3,182,3,1,0,0,technical,medium
